d4, i0 i1, p2 p2, g3
d14768, i9182, p14756, 
d14769, i9182, p14756, 
d14770, i9182, p14756, 
d14771, i9182, p14756, 
d14772, i9182, p14756, 
d14773, i9182, p14756, 
d14774, i9182, p14756, 
d14775, i9182, p14756, 
d14776, , p198 p8999, 
d14777, , p198 p8999, 
d14778, , p198 p8999, g1276 g24 g5199 g298 g52 g609 g602 g194 g10576 g34 g75
d14779, , p198 p8999, 
d14780, , p198 p8999, 
d14781, , p198 p8999, 
d14782, , p198 p8999, 
d14783, , p198 p8999, 
d14784, , p198 p8999, 
d14785, , p198 p8999, 
d14786, , p198 p8999, 
d14787, , p198 p8999, 
d14788, , p198 p8999, 
d14789, , p198 p8999, 
d14790, , p198 p8999, 
d14791, , p198 p8999, 
d14792, , p198 p8999, 
d14793, , p198 p8999, 
d14794, , p8999, 
d14795, , p8999, 
d14796, , p8999, 
d14797, , p8999, 
d14798, , p198 p8999, g838
d14799, , p198 p8999, g838
d14800, , p198 p8999, g838
d14801, , p198 p8999, 
d14802, , p198 p8999, 
d14803, , p198 p8999, 
d14804, , p198 p8999, 
d14805, , p198 p8999, 
d14806, , p198 p8999, 
d14807, , p198 p8999, 
d14808, , p198 p8999, 
d14809, , p198 p8999, 
d14810, , p198 p8999, 
d14811, , p198 p8999, 
d14812, , p198 p8999, 
d14813, , p198 p8999, 
d14814, , p198 p8999, 
d14815, , p198 p8999, 
d14816, , p198 p8999, 
d14817, , p198 p8999, 
d14818, , p198 p8999, 
d14819, , p198 p8999, 
d14820, , p198 p8999, 
d14821, , p198 p8999, 
d14822, , p198 p8999, 
d14823, , p198 p8999, 
d14824, , p198 p8999, 
d14825, , p198 p8999, 
d14826, , p198 p8999, 
d14827, , p198 p8999, 
d14828, , p198 p8999, 
d14829, , p198 p8999, 
d14830, , p198 p8999, 
d14831, , p198 p8999, 
d14832, , p198 p8999, 
d14833, , p8999, g180
d14834, , p8999, g180
d14835, , p315 p1451 p8999, 
d14836, , p315 p1451 p8999, 
d14837, , p198 p8999, 
d14838, , p198 p8999, 
d14839, , p198 p8999, 
d14840, , p315 p1451 p8999, 
d14841, , p315 p1451 p8999, 
d14842, , p8443 p8999, 
d14843, , p8443 p8999, 
d14844, , p8443 p8999, 
d14845, , p8443 p8999, 
d14846, , p8443 p8999, 
d14847, , p8443 p8999, g845
d14848, , p8443 p8999, 
d14849, , p8443 p8999, 
d14850, , p8443 p8999, 
d14851, , p8443 p8999, 
d14852, , p8443 p8999, 
d14853, , p8443 p8999, 
d14854, , p8443 p8999, 
d14855, , p8443 p8999, 
d14856, , p8443 p8999, g845
d14857, , p8443 p8999, 
d14858, , p8443 p8999, 
d14859, , p8443 p8999, 
d14860, , p8443 p8999, 
d14861, , p8443 p8999, 
d14862, , p8443 p8999, g845
d14863, , p8443 p8999, 
d14864, , p8443 p8999, 
d14865, , p8443 p8999, 
d14866, , p8443 p8999, 
d14867, , p8443 p8999, 
d14868, , p8443 p8999, 
d14869, , p8443 p8999, 
d14870, , p8443 p8999, 
d14871, , p8443 p8999, 
d14872, , p8443 p8999, 
d14873, , p8443 p8999, 
d14874, , p8443 p8999, 
d14875, , p8443 p8999, 
d14876, , p8443 p8999, 
d14877, , p8443 p8999, 
d14878, , p8443 p8999, 
d14879, , p8443 p8999, 
d14880, , p8443 p8999, 
d14881, , p8443 p8999, 
d14882, , p8443 p8999, 
d14883, , p8443 p8999, 
d14884, , p8443 p8999, 
d14885, , p8443 p8999, 
d14886, , p8443 p8999, 
d14887, , p8443 p8999, 
d14888, , p8443 p8999, 
d14889, , p8443 p8999, 
d14890, , p8443 p8999, 
d14891, , p8443 p8999, 
d14892, , p8443 p8999, 
d14893, , p8443 p8999, 
d14894, , p8443 p8999, 
d14895, , p8443 p8999, 
d14896, , p8443 p8999, 
d14897, , p8443 p8999, 
d14898, , p8443 p8999, 
d14899, , p8443 p8999, 
d14900, , p8443 p8999, 
d14901, , p8443 p8999, 
d14902, , p8443 p8999, 
d14903, , p8443 p8999, 
d14904, , p8443 p8999, 
d14905, , p8443 p8999, 
d14906, , p8443 p8999, 
d14907, , p8443 p8999, 
d14908, , p8443 p8999, 
d14909, , p8443 p8999, 
d14910, , p8443 p8999, 
d14911, , p8443 p8999, 
d14912, , p8443 p8999, 
d14913, , p8443 p8999, 
d14914, , p8443 p8999, 
d14915, , p8443 p8999, 
d14916, , p8443 p8999, 
d14917, , p8443 p8999, 
d14918, , p8443 p8999, 
d14919, , p8443 p8999, 
d14920, , p8443 p8999, 
d14921, , p8443 p8999, 
d14922, , p8443 p8999, 
d14923, , p8443 p8999, 
d14924, , p8443 p8999, 
d14925, , p8443 p8999, 
d14926, , p8443 p8999, 
d14927, , p8443 p8999, 
d14928, , p8443 p8999, 
d14929, , p8443 p8999, 
d14930, , p8443 p8999, 
d14931, , p8443 p8999, 
d14932, , p8443 p8999, 
d14933, , p8443 p8999, 
d14934, , p8443 p8999, 
d14935, , p8443 p8999, 
d14936, , p8999, g602
d14937, , p8999, g602
d14938, , p8999, g602
d14939, i157, , g20
d14940, , , g34
d14941, i228, , g20
d14942, i228, , 
d14943, , , g573 g20
d14944, i472, p8, g36 g1723
d14945, i57, p8, 
d14946, , p8, g36
d14947, i57, p8, 
d14948, i7035, , g757 g7349 g24 g723 g180 g4855 g759
d14949, i406, , 
d14951, i406, , g1458 g14950 g1453 g943
d14952, i1200, p1200, 
d14953, , , g3 g379
d14954, , , g52 g616
d14955, i4720, , 
d14956, i406, , 
d14959, i14957 i186 i14958 i1088, p26 p1157 p70, g1076
d14960, , , g199 g378 g52 g3
d14961, , , g199 g378 g52 g3
d14962, , , g199 g378 g52 g380 g3
d14963, , p26, 
d14964, , p104, 
d14965, , p77, 
d14966, i795, p356, 
d14967, i4013, , 
d14968, , p244, g52 g79
d14969, , p77 p82, g757 g573 g14 g20 g2876 g1823 g158 g253 g90 g54
d14970, , p77, g14
d14971, , p87 p26, g6605 g451 g396
d14972, i1153, p642, 
d14973, i1153, p642, 
d14974, i1153, p240, 
d14975, , p87, 
d14976, i175, , 
d14977, , p77, 
d14978, , p77, 
d14979, , p77, g404 g6395
d14980, i278, , 
d14981, i406, p356, 
d14982, i439, p356, g584
d14983, , , g52 g312 g609 g603
d14984, , p356, g312
d14985, i406, p1954, g1613 g1615 g1732
d14987, i14986, , g52 g375 g24 g22
d14988, i14986, , g52 g375 g22 g24
d14989, i406, , g52 g1025 g24 g375 g22
d14990, i406, p691, g52 g22 g24 g375
d14992, , p583, g298 g52 g22 g616 g1025 g1980 g14991 g375
d14993, i469, p89, 
d14994, i406, p1666, g36 g2878 g2780 g3 g609 g2884 g2882 g2779
d14995, , p583, 
d14996, , p1642, 
d14997, , p8, g3
d14998, i537, p583 p3256, g52 g79 g298
d14999, , p198, g445
d15000, i406, , g20
d15001, , , g2780 g2779
d15002, i406, p1642, g312
d15003, i354, p161, 
d15004, i3804, p1642, 
d15005, , p583, 
d15006, i4960, p294, 
d15007, i439, p1236, 
d15008, i5101, p32 p4218, 
d15009, , p356, 
d15010, i2001, , g584 g24 g498 g298 g52 g602 g7012 g430 g1314 g6929 g312
d15012, i2001, p356, g2223 g15011 g584 g498 g430 g298 g52 g743 g778 g7012 g602 g6929 g312 g1314 g24
d15013, , p356, 
d15014, i406, p1871 p583, 
d15015, , p367, 
d15016, i406, p161, 
d15017, , p367, 
d15018, , , g1487
d15019, , p356, g778 g24 g498 g52 g602 g440 g6929 g1314 g312
d15021, i15020, p1521 p161, g312 g445
d15022, , , g20
d15023, i4226, p344, 
d15024, i3250, p701, g602
d15025, , p1029, g52 g253 g180 g10722 g298
d15026, i307, p308, g2720 g45
d15027, i307, p308, g235
d15028, i307, p308, 
d15029, i6953, p26 p308, 
d15030, , p894 p308, 
d15032, , p308 p15031, 
d15033, i307, p308, 
d15034, i307, p308, 
d15036, i307, p308, g15035
d15037, i307, p308, 
d15038, i307, p308, 
d15039, i307, p308, 
d15040, i439, p106, 
d15041, , p161, g52
d15042, i537, p77, g312 g430
d15043, , , g312
d15044, , , g312
d15045, , , g485
d15046, i572, , 
d15047, i84, , g79
d15048, i84, p161, 
d15049, , p26, 
d15050, , p77, g1345
d15051, i103, , 
d15052, i84, , 
d15053, i40, p161, 
d15054, i1323, , g20
d15055, i84, p104, 
d15056, i84, , 
d15057, i84, p104, 
d15058, i84, p104, 
d15059, i40, , 
d15060, , , g395 g544
d15061, , , g1031
d15062, , p2731, 
d15063, i374 i512, , 
d15064, i4720, p1236, 
d15065, , , g22
d15066, i6982, , g318 g24 g609 g838
d15067, , p106, 
d15068, , p106, 
d15070, , p3233 p15069, g444 g1138 g445 g20 g158
d15072, i15071, p356, 
d15073, , , g451
d15074, , p87, g45
d15075, , , g722 g350
d15076, , p104, g95
d15077, i795, , 
d15078, i12267, , g432
d15079, , p87, 
d15080, i421, , g566
d15081, , p8, g14276 g3031 g36 g6194 g3702 g2506 g37 g1850 g2052 g6195
d15082, , , g2053 g551 g3915 g158 g2052 g3035 g451
d15083, , p104, 
d15084, i537, p583, 
d15085, i537, p583, 
d15086, , , g312
d15087, i2001, p240, 
d15088, i2001, p240, 
d15089, i2001, p240, 
d15090, , , g312 g774
d15091, , p161, g6493
d15092, i537, p77, 
d15094, i572, , g15093 g1830
d15095, i1349, p4218, 
d15096, , p26 p77, g431 g12245
d15097, i352, p161, 
d15098, , p356, g312
d15099, i175, , g38
d15100, , , g34 g776
d15101, i228, , 
d15102, i1074, p8, g178
d15103, i572, , 
d15104, , p87, g90 g22
d15106, i15105, , 
d15107, , , g20
d15108, i421, p8, g36 g54
d15109, i4113, , g143 g1295 g2840
d15110, i2606, p26, g2094
d15111, i572, , g801 g79 g270
d15112, , p104, 
d15113, i6665, p104 p26, 
d15114, i1074, , 
d15115, , , g2154 g451
d15116, , , g899 g1076
d15117, i1198, p26, g605 g79
d15118, , p2849, g660 g173
d15119, , , g806
d15120, i228, , 
d15121, , p77, g402
d15122, , p161, 
d15123, i554 i6, p356, g6684 g2977 g1265
d15124, , , g45
d15125, i579, , 
d15126, , p43, 
d15127, i510, , g9160
d15128, i65, , g400 g6207 g52 g403 g3 g45 g199
d15129, , p106, g108
d15130, , p106, g1503 g108
d15131, , p106, g1503 g108
d15132, , p106, g1503 g108
d15133, i406, , g1314 g312 g298
d15135, , p26 p356, g1983 g806 g444 g1333 g235 g15134
d15136, , p77, 
d15137, , p29 p82, g45
d15138, i472, , 
d15139, , p608, 
d15140, , p5098, g3666
d15141, i259, p104, g180
d15142, i554, p87 p26, 
d15143, i1366, p3851, 
d15144, i1, p26 p2 p2, g1991 g263 g2161 g729 g3681 g552 g451
d15145, , p26, g729 g451
d15147, , , g15146 g6676
d15148, , , g1354
d15149, , , g1354 g838
d15151, , , g1354 g15150 g1350
d15152, , , g1354 g15150
d15153, i8789, p183, 
d15154, , p2, 
d15155, , p8, g1819
d15156, , p356, 
d15157, , , g660 g1868
d15158, , , g660
d15159, i84, , g544
d15160, i84, , g544
d15161, , p161, g432 g1833 g429 g566
d15162, i1847, , g718 g173
d15163, i6424, p240, g714 g705 g602 g440 g173 g1819
d15165, , , g659 g402 g15164
d15166, , , g660 g173
d15167, i6, p2849, g660 g173
d15168, , , g173
d15169, , p104, 
d15170, , p435, 
d15171, , p112, 
d15172, , , g45
d15173, , , g36
d15174, , p26 p82, g2081 g402 g24 g52 g22 g79 g8696 g199 g2123 g375
d15175, i288, , g2081
d15177, , p15176 p4158, 
d15178, i3799, , 
d15179, i4720, p1236, 
d15180, i6005, p2807, 
d15181, i6005, p2807, 
d15182, i6005, p2807, g45
d15183, i6005, p2807, 
d15184, i6005, p2807, 
d15185, i6005, p2807, 
d15186, i6005, p2807, 
d15187, i6005, p2807, 
d15188, i6005, p2807, 
d15189, i6005, p2807, 
d15190, i6005, p2807, 
d15191, i6005, p2807, 
d15192, i6005, p2807, g845
d15193, i6005, p2807, g845
d15194, i6005, p2807, g845
d15195, i6005, p2807, 
d15196, i6005, p2807, g1249
d15197, i6005, p2807, g187
d15198, i6005, p2807, g187
d15199, i6005, p2807, g943
d15200, i6005, p2807, 
d15201, i6005, p2807, 
d15202, i6005, p2807, g45
d15203, i6005, p2807, 
d15204, i6005, p2807, 
d15205, i6005, p2807, 
d15206, i6005, p2807, 
d15207, i6005, p2807, 
d15208, i6005, p2807, 
d15209, i6005, p2807, 
d15210, i6005, p2807, 
d15211, i6005, p2807, 
d15212, i6005, p2807, g845
d15213, i6005, p2807, g845
d15214, i6005, p2807, g1249 g187
d15215, i6005, p2807, 
d15216, i6005, p2807, 
d15217, i6005, p2807, 
d15218, i6005, p2807, g187
d15219, i6005, p2807, 
d15220, i6005, p2807, 
d15221, i6005, p2807, g943
d15222, i6005, p2807, g943
d15223, i6005, p2807, 
d15224, i6005, p2807, g921
d15225, i6005, p2807, g921
d15226, i6005, p2807, g921
d15227, i6005, p2807, g921
d15228, i6005, p2807, 
d15229, i6005, p2807, 
d15230, i6005, p2807, 
d15231, i6005, p2807, 
d15232, i6005, p2807, 
d15233, i6005, p2807, 
d15234, i6005, p2807, 
d15235, i6005, p2807, 
d15236, i6005, p2807, 
d15237, i6005, p2807, 
d15238, i6005, p2807, 
d15239, i6005, p2807, 
d15240, i6005, p2807, 
d15241, i6005, p2807, 
d15242, i6005, p2807, 
d15243, i6005, p2807, 
d15244, i6005, p2807, 
d15245, i6005, p2807, 
d15246, i6005, p2807, 
d15247, i6005, p2807, 
d15248, i6005, p2807, 
d15249, i6005, p2807, 
d15250, i6005, p2807, 
d15251, i6005, p2807, 
d15252, i6005, p2807, 
d15253, i6005, p2807, 
d15254, i6005, p2807, 
d15255, i6005, p2807, 
d15256, i6005, p2807, 
d15257, i6005, p2807, 
d15258, i6005, p2807, 
d15259, i6005, p2807, 
d15260, i6005, p2807, 
d15261, i6005, p2807, 
d15262, i6005, p2807, 
d15263, i6005, p2807, 
d15264, i6005, p2807, 
d15265, i6005, p2807, 
d15266, i6005, p2807, 
d15267, i6005, p2807, 
d15268, i6005, p2807, 
d15269, i6005, p2807, 
d15270, i6005, p2807, 
d15271, i6005, p2807, 
d15272, i6005, p2807, 
d15273, i6005, p2807, 
d15274, i6005, p2807, 
d15275, i6005, p2807, 
d15276, i6005, p2807, 
d15277, i6005, p2807, 
d15278, i6005, p2807, 
d15279, i6005, p2807, 
d15280, i6005, p2807, 
d15281, i6005, p2807, 
d15282, i6005, p2807, 
d15283, i6005, p2807, 
d15284, i6005, p2807, 
d15285, i6005, p2807, 
d15286, i6005, p2807, 
d15287, i6005, p2807, 
d15288, i6005, p2807, 
d15289, i6005, p2807, 
d15290, i6005, p2, g846
d15291, i6005, p2, g941 g846 g1564
d15292, i6005, p2807, 
d15293, i6005, p2807, 
d15294, i6005, p2807, 
d15295, i6005, p2807, 
d15296, i6005, p2807, 
d15297, i6005, p2807, 
d15298, i6005, p2807, 
d15299, i6005, p2807, 
d15300, i6005, p2807, g943
d15301, i6005, p2807, g943
d15302, i6005, p2807, 
d15303, i6005, p2807, 
d15304, i6005, p2807, 
d15307, i15305, p15306, 
d15308, , , g1031
d15309, , p161, 
d15310, , p161, 
d15311, i303, , 
d15312, , , g2780 g2779
d15313, i303, , g54
d15314, i11381, p2, 
d15315, i11381, p2, 
d15316, i11381, p2, g2209
d15317, i11381, p2, g2209
d15318, i11381, p2, g2209
d15319, i11381, p2, g2209
d15320, i11381, p2, g2209
d15321, i11381, p2, g2209
d15322, i11381, p2, g2209
d15323, i11381, p2, g2209
d15324, i11381, p2, g2209
d15325, i11381, p2, g2209
d15326, i11381, p2, g1600
d15327, i11381, p2, g1600
d15328, i11381, p2, g2209
d15329, i11381, p2, g2209
d15330, i11381, p2, g2209
d15331, i11381, p2, g2209
d15332, i11381, p2, g2209
d15333, i11381, p2, g2209
d15334, i11381, p2, g2209
d15335, i11381, p2, g2209
d15336, i11381, p2, g2209
d15337, i11381, p2, g2209
d15338, i11381, p2, g2209
d15339, i11381, p2, g2209
d15340, i11381, p2, g2209
d15341, i11381, p2, g2209
d15342, i11381, p2, g2209
d15343, i11381, p2, g2209
d15344, i11381, p2, g2209
d15345, i11381, p2, g2209
d15346, i11381, p2, g2209
d15347, i11381, p2, g1600
d15348, i11381, p2, g1600
d15349, i11381, p2, g2209
d15350, i11381, p2, g2209
d15351, i11381, p2, g2209
d15352, i11381, p2, g2209
d15353, i11381, p2, g2209
d15354, i11381, p2, g2209
d15355, i11381, p2, g2209
d15356, i11381, p2, g2209
d15357, i11381, p2, g2209
d15358, i11381, p2, g2209
d15359, i11381, p2, g2209
d15360, i11381, p2, g2209
d15361, i11381, p2, g2209
d15362, i11381, p2, g2209
d15363, i11381, p2, g2209
d15364, i11381, p2, g2209
d15365, i11381, p2, g2209
d15366, i11381, p2, g2209
d15367, i11381, p2, 
d15368, i11381, p2, 
d15369, i11381, p2, 
d15370, i11381, p2, 
d15371, i11381, p2, 
d15372, i11381, p2, 
d15373, i11381, p2, 
d15374, i247, p294, 
d15375, i4301, p87, g45
d15376, i4301, p87, 
d15377, i4301, p1117, 
d15379, i15378, p87, 
d15380, , p183 p2849, 
d15381, , p183 p2849, 
d15382, , p183 p2849, 
d15383, , p183 p2849, 
d15384, , p183 p2849, 
d15385, , p183 p2849, 
d15386, , p8 p2849, 
d15387, , p183 p2849, 
d15388, , p8 p2849, 
d15389, , p8 p2849, 
d15390, , p8 p2849, 
d15391, , p183 p2849, 
d15392, , p2, 
d15393, i1, p2, g100
d15394, , p106, 
d15395, , p106, 
d15396, i57, , 
d15397, , p77, g1854 g659 g402
d15398, , , g702 g52 g312
d15399, , , g845 g1819 g95 g838
d15400, , , g1229
d15401, , , g774 g52 g22 g775 g770 g603 g9170 g375
d15402, i6665, , g90 g400 g20
d15403, i1366, p3851, 
d15404, , p26, g1024 g6220 g36
d15405, , , g1291
d15407, , p106, g15406 g350 g1636 g20
d15408, , , g95 g429 g566
d15409, , , g5757
d15410, , p104, g1335
d15411, , p77, g1229
d15412, , p104, g180
d15413, i439, , g584
d15414, , , g45
d15416, , , g15415
d15417, , , g599
d15418, , p26 p701, g380 g1024 g158 g52 g1850 g20 g22 g2747 g36 g1316 g1335 g3916 g199 g551 g54 g3959 g3036
d15419, i461 i288, p26 p82, g2081 g402 g731 g52 g20 g22 g79 g8696 g199 g375 g2123 g24
d15420, , p3233 p796, g312
d15421, i1, p2, 
d15422, i1, p2, 
d15423, i1, p2, 
d15424, i1, p2, 
d15425, i1, p2, 
d15426, i1, p2, 
d15427, i1, p2, 
d15428, i1, p2, 
d15429, i1, p2, 
d15430, i1, p2, 
d15431, i1, p2, 
d15432, i1, p2, 
d15433, i1, p2, 
d15434, i1, p2 p2, 
d15435, i1, p2 p2, 
d15436, i1, p2 p2, 
d15437, i1, p2 p2, 
d15438, i1, p2 p2, 
d15439, i1, p2 p2, 
d15440, i1, p2 p2, 
d15441, i1, p2 p2, 
d15442, i1, p2 p2, 
d15443, i1, p2 p2, 
d15444, i1, p2 p2, 
d15445, i1, p2 p2, 
d15446, i1, p2 p2, 
d15447, i1, p2 p2, 
d15448, i1, p2 p2, 
d15449, i1, p2 p2, 
d15450, i1, p2 p2, 
d15451, i1, p2, 
d15452, i1, p2, 
d15453, i1, p2 p2, 
d15454, i1, p2 p2, 
d15455, i1, p2 p2, 
d15456, i1, p2 p2, 
d15457, i1, p2 p2, 
d15458, i1, p2 p2, 
d15459, i1, p2 p2, 
d15460, i1, p2 p2, 
d15461, i1, p2 p2, 
d15462, i1, p2 p2, 
d15463, , p10094, g2627 g10 g158
d15464, i65, p198, g1204 g3
d15465, i65, p198 p9934, g1204 g3
d15466, i5101, , g52 g180 g79
d15467, , p77, 
d15468, , p636, 
d15469, i114, , 
d15470, , p29, 
d15471, i16, p17, g67 g68 g22
d15472, i16, p17, g67 g68 g22
d15473, i1, , g7785
d15474, i1, p2, 
d15475, i1, p2, 
d15476, i1, p2, 
d15477, i1, p2, 
d15478, i1, p2, 
d15479, i1, p2, 
d15480, i1, p2, 
d15481, i1, p2, 
d15482, i1, p2, 
d15483, i1, p2, 
d15484, i1, p2, 
d15485, i1, p2, 
d15486, i1, p2, 
d15487, i1, p2 p2, 
d15488, i1, p2 p701, g941
d15489, i1, p2 p2, g4733 g839 g445 g707 g1819
d15490, i1, p2, g67 g941 g68 g431
d15491, i1, , g2154 g3 g834
d15492, i1, p2 p701, 
d15493, i1, p2, 
d15494, i1, p2, 
d15495, i1, p2, 
d15496, i1, p2, g923
d15497, i1, p2, g2225
d15498, i1, p2, 
d15499, i1, p2, 
d15500, i1, p2, 
d15501, i1, p2, 
d15502, i1, p2, 
d15503, i1 i65, p26 p2, g1024 g834
d15504, i1 i65, p26 p2, g1024 g834
d15505, i1 i65, p26 p2, g1024 g834
d15506, i1 i65, p26 p2, g1024 g834
d15507, i1 i65, p26 p2, g1024 g834
d15508, i1 i65, p26 p2, g1024 g834
d15509, i1, p26, g1376 g1792 g100 g380 g379
d15510, i1, p26 p2, 
d15511, i1, p2, 
d15512, i1, p2 p2, g10642
d15513, i1, p2 p2, 
d15514, i1, , 
d15515, i1, , 
d15518, i1 i15516, p15517 p2 p2, g67 g68
d15519, i1, , 
d15520, i1, , 
d15521, i1, p2, 
d15522, i1, p2, 
d15523, i1, , 
d15524, i1, , g24
d15525, i1, p2, 
d15526, i1 i65, p17, g722 g9166
d15527, i1, p2, 
d15528, i1 i426, p427, g603 g1249 g195 g495
d15529, i1, p2 p2101, g2877 g839 g943 g610 g446
d15530, i1, p2 p2101, g2877 g839 g943 g610 g446
d15531, i1, p2 p1747, 
d15532, i1, p2 p1747, g2225 g846
d15533, i1, p2 p1747, 
d15535, i1, p2 p1747, g192 g15534 g431 g6988 g1564 g1315 g945 g923 g921 g2764 g34 g3917 g833 g845
d15540, i1, p2 p1747, g15536 g15537 g845 g833 g1315 g3959 g192 g3917 g1600 g15538 g921 g1162 g11 g15534 g15539 g2708 g923 g2764 g14675 g3703 g945 g1819
d15541, i1, p2, g192 g759 g15534 g14675 g6988 g1564 g945 g923 g921 g845 g3917
d15547, i1, p2, g941 g2224 g15536 g15537 g2873 g15542 g1452 g845 g923 g2978 g192 g1600 g2824 g2876 g1265 g15543 g2225 g15544 g921 g15545 g758 g610 g2972 g705 g15534 g1811 g838 g899 g839 g14950 g2877 g15546 g3917 g1453 g3703 g1454 g945 g235 g158 g1819
d15548, i1, p2 p1747, g2224 g15536 g15537 g2873 g15542 g1452 g845 g923 g2978 g192 g1600 g2824 g2876 g1265 g15543 g2225 g15545 g921 g15544 g758 g1162 g610 g705 g833 g1811 g838 g899 g839 g14950 g2877 g15546 g3917 g1453 g3703 g1454 g945 g235 g158 g15534 g1819
d15549, i1, p2 p1747, g941 g2224 g15536 g15537 g2873 g15542 g1452 g845 g923 g2978 g192 g1600 g2824 g2876 g1265 g15543 g2225 g15544 g921 g15545 g758 g610 g2972 g705 g15534 g1811 g838 g899 g839 g14950 g2877 g15546 g3917 g1453 g3703 g1454 g945 g235 g158 g1819 g10808
d15550, i1, p2 p1747, g2224 g15536 g15537 g2873 g15542 g1452 g845 g923 g2978 g192 g1600 g2824 g2876 g1265 g15543 g2225 g15545 g921 g15544 g758 g1162 g610 g705 g833 g1811 g838 g899 g839 g14950 g2877 g15546 g3917 g1453 g3703 g1454 g945 g235 g158 g15534 g1819 g10808
d15551, i1, p2 p1747, g2224 g15536 g15537 g2873 g15542 g1452 g845 g923 g2978 g192 g1600 g2824 g2876 g1265 g15543 g2225 g15545 g921 g15544 g758 g1162 g610 g705 g833 g1811 g838 g899 g839 g14950 g2877 g15546 g3917 g1453 g3703 g1454 g945 g235 g158 g15534 g1819
d15552, i1, p2 p1747, g2224 g15536 g15537 g2873 g15542 g1452 g845 g923 g2978 g192 g1600 g2824 g2876 g1265 g15543 g2225 g15545 g921 g15544 g758 g1162 g610 g705 g833 g838 g899 g839 g14950 g2877 g15546 g3917 g14675 g1453 g3703 g1454 g945 g235 g158 g15534 g1819
d15553, i1, p2, g192 g838 g942 g445 g1452 g1454 g15546 g2225 g945 g235 g943 g921 g845 g923
d15554, i1, p2 p1747, g941 g192 g839 g2876 g15536 g2877 g2225 g945 g1265 g158 g845 g921 g923 g3917 g235
d15555, i1, p2 p1747, 
d15556, i1, p2, g45
d15557, i1, p2, 
d15558, i1, p2 p1747, 
d15559, i1, p2, g846 g833 g2632 g45
d15560, i1, p2, 
d15561, i1, p2 p1747, 
d15562, i1, p2 p1747, g846 g833 g2632 g45
d15563, i1, p2, 
d15564, i1, p2 p1747, 
d15565, i1, p2 p1747, g846 g833 g2632 g45
d15566, i1, p2, 
d15568, i1, p2, g2225 g6949 g15567 g838
d15569, i1, p2, 
d15570, i1, p2, 
d15571, i1, p2, 
d15572, i1, p2, 
d15573, i1, p2, g15538 g1600 g15537
d15574, i1, p2 p1747, 
d15575, i1, p2 p1747, g15538 g1600 g15537
d15576, i1, p2 p1747, g921 g923 g2224
d15577, i1, p2 p1747, g941 g839 g2224 g15546 g443 g2824 g838 g942 g445 g1265 g2708 g2225 g945 g235 g943 g921 g192 g923 g2877
d15578, i1, p2 p1747, g189 g192 g2224 g833 g1600 g838 g942 g15537 g1453 g1265 g190 g2225 g15538 g235 g158 g943 g921 g923 g846 g1019 g188
d15579, i1, p2 p1747, 
d15580, i1, p2 p1747, g24
d15581, i1, p2 p1747, 
d15582, i1, p2 p1747, g845
d15583, i1, p2, 
d15584, i1, p2 p1747, 
d15585, i1, p2 p106, 
d15586, i1, p2, 
d15587, i1, p2, g845 g945
d15588, i1, p2, g941 g1265 g192
d15589, i1, p2, 
d15590, i1, p2, g921
d15591, i1, p2, g923 g945
d15592, i1, p2, g2225
d15593, i1, p2, g235
d15594, i1, p2, g839
d15595, i1, p2, g839
d15596, i1, p2 p1747, g453
d15597, i1, p2 p1747, g453
d15598, i1, p2, 
d15599, i1, p2, 
d15600, i1, p2, 
d15601, i1, p2 p1747, g187
d15602, i1, p2 p1747, g187
d15603, i1, p2 p1747, g1772 g24
d15604, i1, p2 p1747, g24
d15605, i1, p2 p1747, g195
d15606, i1, p2 p1747, g24
d15607, i1, p2 p1747, g195
d15608, i1, p2 p1747, g195
d15609, i1, p2 p1747, g1772 g195
d15610, i1, p2 p1747, g195 g24
d15611, i1, p2 p1747, g195
d15612, i1, p2 p1747, g195
d15613, i1, p2 p1747 p2, g195
